id,title,description,availability,condition,price,link,image_link,brand,product_type,size,gender,age_group,custom_label_0,custom_label_1
perfume-lattafa-pride-art-of-arabia-i,Lattafa Pride Art of Arabia I (100 ml · EDP),"Bergamota e hortelã encontram chá preto, gengibre e lavanda sobre ambroxan e incenso. Masculino elegante, aromático e versátil.",in stock,new,299.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=lattafa-pride-art-of-arabia-i,https://kdol380.github.io/duna-site/assets/p-art-of-arabia-i.webp,Lattafa Pride,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,disponivel
perfume-lattafa-maahir-legacy,Lattafa Maahir Legacy (100 ml · EDP),"Cítricos, hortelã e abacaxi criam um frescor aromático sobre especiarias, ambroxan e vetiver. Masculino limpo e ótimo para o dia a dia.",in stock,new,269.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=lattafa-maahir-legacy,https://kdol380.github.io/duna-site/assets/p-maahir-legacy.jpg,Lattafa,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,disponivel
perfume-lattafa-afeef,Lattafa Afeef (100 ml · EDP),"Pêssego e pimenta rosa iluminam um buquê de tuberosa, flor de laranjeira e jasmim. Praliné, âmbar e sândalo deixam o feminino cremoso e sofisticado.",in stock,new,579.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=lattafa-afeef,https://kdol380.github.io/duna-site/assets/p-afeef.jpg,Lattafa,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,disponivel
perfume-lattafa-qaed-al-fursan,Lattafa Qaed Al Fursan (90 ml · EDP),"Abacaxi suculento e açafrão encontram uma base escura de cedro, âmbar e oud. Masculino marcante, versátil e de excelente custo-benefício.",in stock,new,179.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=lattafa-qaed-al-fursan,https://kdol380.github.io/duna-site/assets/p-qaed-al-fursan.webp,Lattafa,Perfumes > Frasco,90 ml · EDP,male,adult,perfume,disponivel
perfume-lattafa-shaheen-gold,Lattafa Shaheen Gold (100 ml · EDP),"Abacaxi e toranja abrem uma fragrância masculina frutada, com figo, lavanda, baunilha e tonka. Doce, moderna e fácil de usar.",in stock,new,239.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=lattafa-shaheen-gold,https://kdol380.github.io/duna-site/assets/p-shaheen-gold.jpg,Lattafa,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,disponivel
perfume-lattafa-emeer,Lattafa Emeer (100 ml · EDP),"Cítricos e ervas aromáticas encontram chá branco, cardamomo e madeiras elegantes. Masculino sofisticado, versátil e de presença marcante.",in stock,new,309.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=lattafa-emeer,https://kdol380.github.io/duna-site/assets/p-emeer.jpg,Lattafa,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,disponivel
perfume-lattafa-victoria,Lattafa Victoria (100 ml · EDP),"Um gourmand feminino luminoso que lembra torta de limão com merengue, suavizada por néroli e baunilha. Cremoso, alegre e fácil de usar.",in stock,new,239.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=lattafa-victoria,https://kdol380.github.io/duna-site/assets/p-victoria.jpg,Lattafa,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,disponivel
perfume-lattafa-opulent-dubai,Lattafa Opulent Dubai (100 ml · EDP),"Manga e cítricos ganham energia com gengibre, flores e uma base amadeirada de âmbar, musgo e benjoim. Masculino vibrante e marcante.",in stock,new,179.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=lattafa-opulent-dubai,https://kdol380.github.io/duna-site/assets/p-opulent-dubai.jpg,Lattafa,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,disponivel
perfume-lattafa-musamam-white-intense,Lattafa Musamam White Intense (100 ml · EDP),"Coco cremoso, ylang-ylang e especiarias repousam sobre sândalo, almíscar e benjoim. Feminino intenso, elegante e envolvente.",in stock,new,399.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=lattafa-musamam-white-intense,https://kdol380.github.io/duna-site/assets/p-musamam-white-intense.jpg,Lattafa,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,disponivel
perfume-maison-alhambra-athena,Maison Alhambra Athena (100 ml · EDP),"Cítricos e pimenta rosa iluminam um buquê de jasmim, ylang-ylang e lírio-do-vale. Feminino floral, cremoso e elegante para o dia.",in stock,new,249.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=maison-alhambra-athena,https://kdol380.github.io/duna-site/assets/p-athena.jpg,Maison Alhambra,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,disponivel
perfume-maison-alhambra-jorge-di-profumo,Maison Alhambra Jorge di Profumo (100 ml · EDP),"Cítricos e pimenta-preta abrem um aromático masculino elegante, com lavanda, tabaco, vetiver e madeiras. Versátil e marcante sem perder o frescor.",in stock,new,199.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=maison-alhambra-jorge-di-profumo,https://kdol380.github.io/duna-site/assets/p-jorge-di-profumo.webp,Maison Alhambra,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,disponivel
perfume-maison-alhambra-la-vivacite,Maison Alhambra La Vivacité (100 ml · EDP),"Pera e cassis encontram íris, flores brancas, praliné e baunilha. Feminino doce, elegante e envolvente para ocasiões especiais.",in stock,new,239.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=maison-alhambra-la-vivacite,https://kdol380.github.io/duna-site/assets/p-la-vivacite.jpg,Maison Alhambra,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,disponivel
perfume-maison-alhambra-la-vita-bella-intensa,Maison Alhambra La Vita Bella Intensa (100 ml · EDP),"Pera e cassis dão brilho à íris e às flores brancas, sobre uma base cremosa de praliné, baunilha e tonka. Feminino doce e intenso.",in stock,new,199.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=maison-alhambra-la-vita-bella-intensa,https://kdol380.github.io/duna-site/assets/p-la-vita-bella-intensa.jpg,Maison Alhambra,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,disponivel
perfume-maison-alhambra-l-intrude,Maison Alhambra L'Intrude (100 ml · EDP),"Pera e bergamota iluminam um buquê intenso de tuberosa, flor de laranjeira e jasmim. Feminino marcante, cremoso e sofisticado.",in stock,new,189.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=maison-alhambra-l-intrude,https://kdol380.github.io/duna-site/assets/p-lintrude.jpg,Maison Alhambra,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,disponivel
perfume-maison-alhambra-no-2-men,Maison Alhambra No. 2 Men (80 ml · EDP),"Lavanda e bergamota ganham calor com gengibre e cardamomo, enquanto incenso, vetiver e madeiras criam uma base masculina elegante.",in stock,new,219.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=maison-alhambra-no-2-men,https://kdol380.github.io/duna-site/assets/p-no-2-men.jpg,Maison Alhambra,Perfumes > Frasco,80 ml · EDP,male,adult,perfume,disponivel
perfume-maison-alhambra-so-candid,Maison Alhambra So Candid (100 ml · EDP),"Flor de laranjeira, tuberosa e jasmim formam um floral branco feminino, suavizado por uma base leitosa e cremosa. Elegante e envolvente.",in stock,new,199.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=maison-alhambra-so-candid,https://kdol380.github.io/duna-site/assets/p-so-candid.jpg,Maison Alhambra,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,disponivel
perfume-maison-alhambra-so-candid-pour-homme,Maison Alhambra So Candid Pour Homme (100 ml · EDP),"Mandarina e sálvia encontram um coração doce de caramelo e tonka, equilibrado pelo vetiver. Masculino moderno, quente e marcante.",in stock,new,309.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=maison-alhambra-so-candid-pour-homme,https://kdol380.github.io/duna-site/assets/p-so-candid-pour-homme.jpg,Maison Alhambra,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,disponivel
perfume-maison-alhambra-your-touch-for-women,Maison Alhambra Your Touch For Women (100 ml · EDP),"Framboesa e cítricos trazem brilho à rosa, enquanto baunilha, âmbar amadeirado e almíscar dão cremosidade. Feminino doce e versátil.",in stock,new,189.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=maison-alhambra-your-touch-for-women,https://kdol380.github.io/duna-site/assets/p-your-touch-for-women.jpg,Maison Alhambra,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,disponivel
perfume-maison-alhambra-your-touch,Maison Alhambra Your Touch (100 ml · EDP),"Especiarias frescas evoluem para canela, frutas e uma base cremosa de castanha, baunilha e madeiras. Masculino quente e envolvente.",in stock,new,209.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=maison-alhambra-your-touch,https://kdol380.github.io/duna-site/assets/p-your-touch.jpg,Maison Alhambra,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,disponivel
perfume-rayhaan-tropical-vibe,Rayhaan Tropical Vibe (100 ml · EDP),"Manga, abacaxi e rum encontram coco, flores brancas e um frescor marinho. Tropical, cremoso e versátil para diferentes estilos.",in stock,new,369.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=rayhaan-tropical-vibe,https://kdol380.github.io/duna-site/assets/p-tropical-vibe.jpg,Rayhaan,Perfumes > Frasco,100 ml · EDP,unisex,adult,perfume,disponivel
perfume-rasasi-hawas-for-her,Rasasi Hawas for Her (100 ml · EDP),"Romã, maçã e toranja abrem um floral feminino luminoso, com íris, jasmim e um fundo de praliné, patchouli e vetiver.",in stock,new,229.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=rasasi-hawas-for-her,https://kdol380.github.io/duna-site/assets/p-hawas-for-her.jpg,Rasasi,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,disponivel
perfume-armaf-odyssey-homme-white-edition,Armaf Odyssey Homme White Edition (100 ml · EDP),Fresco e doce na medida: especiarias suaves sobre baunilha e madeiras âmbar. Aromático moderno que veste bem em qualquer estação.,in stock,new,270.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=armaf-odyssey-homme-white-edition,https://kdol380.github.io/duna-site/assets/p-odyssey-white.jpg,Armaf,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,disponivel
perfume-afnan-turathi-blue,Afnan Turathi Blue (90 ml · EDP),"Azul, frio e arejado: cítricos e gengibre com fundo amadeirado e almíscar. Coringa fresco para o dia a dia e o calor.",out of stock,new,285.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=afnan-turathi-blue,https://kdol380.github.io/duna-site/assets/p-turathi-blue.jpg,Afnan,Perfumes > Frasco,90 ml · EDP,male,adult,perfume,esgotado
perfume-afnan-turathi-electric,Afnan Turathi Electric (90 ml · EDP),"Fresco com brilho doce: pera e toranja sobre flor de laranjeira. Jovem, sofisticado e fácil de usar.",in stock,new,295.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=afnan-turathi-electric,https://kdol380.github.io/duna-site/assets/p-turathi-electric.jpg,Afnan,Perfumes > Frasco,90 ml · EDP,male,adult,perfume,disponivel
perfume-french-avenue-vulcan-feu,French Avenue Vulcan Feu (100 ml · EDP),"Frutado intenso e cremoso: manga e ruibarbo sobre praliné e fava tonka. Doce, marcante e viciante — extrait de alta projeção.",in stock,new,375.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=french-avenue-vulcan-feu,https://kdol380.github.io/duna-site/assets/p-vulcan-feu.jpg,French Avenue,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,disponivel
perfume-french-avenue-thunder,French Avenue Thunder (100 ml · EDP),"Íris aveludada e levemente empoeirada sobre baunilha e madeiras. Elegante, cremoso e sofisticado — ótima presença.",in stock,new,365.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=french-avenue-thunder,https://kdol380.github.io/duna-site/assets/p-thunder.jpg,French Avenue,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,disponivel
perfume-lattafa-fakhar-rose,Lattafa Fakhar (Rose) (100 ml · EDP),"Tuberosa cremosa com toque salino sobre âmbar e madeiras. Feminino moderno, macio e sofisticado.",in stock,new,265.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=lattafa-fakhar-rose,https://kdol380.github.io/duna-site/assets/p-fakhar-gold-new.webp,Lattafa,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,disponivel
perfume-lattafa-fakhar-black,Lattafa Fakhar (Black) (100 ml · EDP),"Maçã e ervas aromáticas sobre madeiras âmbar — fresco-amadeirado, moderno e elegante. Coringa masculino de ótimo custo.",in stock,new,220.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=lattafa-fakhar-black,https://kdol380.github.io/duna-site/assets/p-fakhar-black-new.webp,Lattafa,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,disponivel
perfume-lattafa-nebras-pride,Lattafa Nebras Pride (100 ml · EDP),"Baunilha cremosa com cacau e frutas vermelhas. Gourmand doce e aconchegante, com fixação longa.",out of stock,new,265.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=lattafa-nebras-pride,https://kdol380.github.io/duna-site/assets/p-nebras.jpg,Lattafa,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,esgotado
perfume-lattafa-zimaya-tiramisu-caramel,Lattafa Zimaya Tiramisu Caramel (100 ml · EDP),"Sobremesa vestível: caramelo e mel com um toque de uísque sobre baunilha. Doce, cremoso e convidativo.",out of stock,new,265.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=lattafa-zimaya-tiramisu-caramel,https://kdol380.github.io/duna-site/assets/p-zimaya-tiramisu.jpg,Lattafa,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,esgotado
perfume-maison-alhambra-delilah,Maison Alhambra Delilah (100 ml · EDP),Floral-frutado rosado e radiante: ruibarbo e lichia sobre rosa e baunilha. Feminino elogiadíssimo e versátil.,in stock,new,250.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=maison-alhambra-delilah,https://kdol380.github.io/duna-site/assets/p-delilah.jpg,Maison Alhambra,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,disponivel
perfume-maison-alhambra-salvo,Maison Alhambra Salvo (100 ml · EDP),"Fresco, picante e potente: bergamota e ambroxan no estilo coringa. Agrada todo mundo, do dia ao trabalho.",in stock,new,200.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=maison-alhambra-salvo,https://kdol380.github.io/duna-site/assets/p-salvo.jpg,Maison Alhambra,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,disponivel
perfume-maison-alhambra-alpine-homme-sport,Maison Alhambra Alpine Homme Sport (100 ml · EDP),Esportivo e revigorante: tangerina e hortelã sobre cedro e almíscar. Frescor leve para o calor e o uso de todo dia.,out of stock,new,225.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=maison-alhambra-alpine-homme-sport,https://kdol380.github.io/duna-site/assets/p-alpine-sport.jpg,Maison Alhambra,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,esgotado
perfume-rayhaan-rayhaan-elixir,Rayhaan Rayhaan Elixir (100 ml · EDP),"Lavanda e baunilha cremosa com mel de benjoim — doce, aromático e potente. Assinatura marcante para a noite.",in stock,new,290.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=rayhaan-rayhaan-elixir,https://kdol380.github.io/duna-site/assets/p-rayhaan-elixir.jpg,Rayhaan,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,disponivel
perfume-rasasi-hawas-black,Rasasi Hawas Black (100 ml · EDP),"Cítricos e abacaxi sobre uma base escura de musgo, âmbar e madeiras. Masculino elegante, intenso e de longa presença.",in stock,new,300.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=rasasi-hawas-black,https://kdol380.github.io/duna-site/assets/p-hawas-black.jpg,Rasasi,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,disponivel
perfume-rayhaan-pacific-aura,Rayhaan Pacific Aura (100 ml · EDP),"Refrescante e vibrante, combina cítricos, hortelã e cassis com um fundo moderno de figo e âmbar. Ideal para dias quentes.",in stock,new,350.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=rayhaan-pacific-aura,https://kdol380.github.io/duna-site/assets/p-pacific-aura.jpg,Rayhaan,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,disponivel
perfume-maison-alhambra-chants-tenderina,Maison Alhambra Chants Tenderina (100 ml · EDP),"Floral limpo e feminino, com pêssego, rosa e almíscar branco. Leve, confortável e perfeito para o uso diário.",out of stock,new,200.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=maison-alhambra-chants-tenderina,https://kdol380.github.io/duna-site/assets/p-chants-tenderina.webp,Maison Alhambra,Perfumes > Frasco,100 ml · EDP,female,adult,perfume,esgotado
perfume-rasasi-hawas-malibu,Rasasi Hawas Malibu (100 ml · EDP),"Frutas tropicais luminosas encontram íris, âmbar e tonka. Cremoso, envolvente e com clima de noite de verão.",in stock,new,340.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=rasasi-hawas-malibu,https://kdol380.github.io/duna-site/assets/p-hawas-malibu.webp,Rasasi,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,disponivel
perfume-rayhaan-nocturno,Rayhaan Nocturno (100 ml · EDP),"Bergamota, hortelã e especiarias sobre lavanda e madeiras secas. Limpo, moderno e fácil de usar do trabalho à noite.",in stock,new,330.00 BRL,https://kdol380.github.io/duna-site/catalogo.html?produto=rayhaan-nocturno,https://kdol380.github.io/duna-site/assets/p-nocturno.jpg,Rayhaan,Perfumes > Frasco,100 ml · EDP,male,adult,perfume,disponivel
